DateTime,AddedIPs,RemovedIPs
1555061561,0,13
1555063493,0,12
1555065370,1,3
1555067339,1,3
1555069212,0,7
1555071133,2,15
1555073061,1,7
1555074992,0,10
1555076895,0,2
1555078821,1,8
1555080748,1,5
1555082652,0,7
1555084579,4,4
1555086784,0,9
1555088911,1,1
1555090839,0,1
1555092776,0,1
1555094683,1,3
1555096588,0,2
1555098522,3,1
1555100457,2,2
1555102354,4,3
1555104279,1,1
1555106204,1,1
1555108037,1,0
1555110166,1,1
1555111974,1,1
1555115806,1,1
1555117710,0,2
1555119768,1,1
1555121780,1,1
1555123726,2,1
1555127571,3,2
1555131397,1,1
1555135370,2,3
1555137400,1,1
1555139327,0,1
1555141217,0,2
1555143139,0,1
1555145085,1,1
1555146980,2,0
1555148897,2,0
1555150850,3,1
1555152743,0,1
1555154656,1,1
1555156606,0,2
1555158501,1,0
1555160571,1,1
1555162572,1,0
1555166425,0,1
1555168336,2,0
1555170278,0,3
1555172184,2,0
1555174094,3,0
1555176032,3,2
1555177940,2,1
1555179854,1,0
1555181790,0,1
1555183704,1,2
1555185740,1,1
1555187776,0,2
1555189699,0,3
1555191642,1,1
1555193536,1,1
1555195456,0,1
1555197403,0,1
1555199295,4,0
1555201236,0,1
1555205103,1,0
1555206986,1,1
1555208907,1,2
1555210982,1,1
1555212977,0,1
1555214909,0,2
1555216825,1,1
1555220652,0,2
1555224426,2,1
1555230265,2,0
1555232200,2,1
1555234096,2,1
1555236977,0,5
1555240840,0,2
1555244661,2,0
1555246572,1,1
1555248493,0,1
1555254301,1,0
1555256191,0,1
1555258139,1,2
1555260039,0,1
1555261953,35,4
1555263877,0,3
1555265797,0,1
1555267708,2,0
1555269640,0,2
1555271539,1,1
1555275393,2,0
1555277300,2,1
1555281182,0,1
1555283122,1,0
1555285004,0,2
1555286921,0,3
1555288833,2,0
1555292941,1,2
1555294817,2,1
1555296747,0,1
1555298666,1,0
1555302496,0,1
1555306361,1,0
1555310201,2,1
1555312127,0,2
1555314032,1,0
1555315946,0,1
1555317877,3,2
1555320059,1,2
1555322078,1,2
1555323881,3,0
1555327721,0,1
1555329734,0,1
1555331570,1,3
1555333477,1,0
1555337329,1,0
1555339239,3,1
1555345246,0,1
