DateTime,AddedIPs,RemovedIPs
1555386498,14,13
1555388434,23,10
1555390368,50,12
1555392281,61,20
1555394218,18,12
1555396122,26,11
1555398150,24,14
1555399957,15,20
1555402123,24,22
1555404024,16,16
1555405965,15,14
1555407873,22,18
1555409813,11,13
1555411716,22,8
1555413642,11,18
1555415548,14,12
1555417481,9,18
1555419404,24,12
1555421306,9,11
1555423343,19,16
1555425179,62,6
1555427085,11,9
1555429003,10,6
1555430921,12,12
1555432839,7,11
1555434746,15,9
1555436685,13,9
1555438598,13,9
1555440784,16,45
1555442664,16,25
1555444604,9,16
1555446690,10,16
1555448698,22,30
1555450867,32,11
1555452746,11,13
1555454753,22,26
1555456589,20,11
1555458525,28,13
1555460439,26,18
1555462370,23,20
1555464273,27,14
1555466196,19,14
1555468111,24,19
1555470312,28,18
1555472184,15,16
1555474365,40,20
1555476269,17,16
1555478468,27,104
1555480369,21,11
1555482281,29,19
1555484194,172,24
1555486284,31,18
1555488314,32,20
1555490193,11,22
1555492111,23,15
1555494052,24,25
1555495947,15,8
1555497891,17,14
1555499791,19,9
1555501707,20,17
1555503657,21,6
1555505587,23,14
1555507473,10,9
1555509411,16,16
1555511300,13,63
1555513381,16,23
1555515404,18,11
1555517371,22,12
1555519231,23,6
1555521151,15,15
1555523084,19,11
1555524994,15,20
1555526906,16,13
1555528856,21,16
1555530751,24,12
1555532671,11,12
1555534600,11,14
1555536512,16,23
1555538590,26,14
1555540878,18,13
1555542767,27,16
1555544661,15,18
1555546590,15,18
1555548511,20,19
1555550452,16,16
1555552341,15,22
1555554277,21,22
1555556183,12,23
1555558118,11,21
1555560119,17,38
1555561951,16,28
1555563789,18,17
1555565782,12,22
1555567739,22,15
1555569639,16,23
1555571541,15,168
1555573618,31,384
1555575625,375,18
1555577556,20,23
1555579464,19,15
1555581406,24,21
1555583328,26,13
1555585350,171,18
1555587164,27,20
1555589143,29,20
1555590998,30,21
1555592930,24,23
1555594859,16,15
1555596804,30,15
1555598698,43,16
1555600656,25,13
1555602533,18,16
1555604498,17,20
1555606389,20,15
1555608355,105,20
1555610211,18,21
1555612153,40,15
1555614270,32,16
1555616458,9,32
1555618359,12,21
1555620257,4,12
1555622207,9,19
1555624093,4,22
1555626148,133,18
1555627972,7,24
1555629864,9,18
1555631798,8,17
1555633965,17,18
1555635893,24,20
1555637812,13,17
1555639715,21,20
1555641647,18,14
1555643548,18,12
1555645472,26,15
1555647405,35,17
1555649307,23,17
1555651247,16,19
1555653141,16,23
1555655062,10,16
1555657022,19,10
1555658911,23,24
1555661077,27,19
1555662978,26,24
1555664907,31,14
1555666842,24,23
1555668745,29,15
1555670671,35,32
1555672604,21,173
1555674506,25,29
1555676454,23,25
1555678359,29,28
1555680261,19,19
1555682367,36,30
1555684355,19,41
1555686297,23,34
1555688187,14,16
1555690132,22,18
1555692038,15,18
1555693945,10,36
1555695887,14,76
1555697838,9,30
1555699725,18,37
1555701635,16,22
1555703574,12,12
1555705458,6,7
1555707391,15,6
1555709333,27,8
1555711258,16,7
1555713163,20,7
1555715108,18,8
1555716990,11,9
1555718933,20,7
1555720841,20,17
1555722760,15,21
1555724683,13,15
1555726596,13,22
1555728510,18,15
1555730445,9,18
1555732342,9,29
1555734279,14,35
1555736196,22,22
1555738104,6,17
1555740149,15,19
1555741977,9,14
1555743898,3,17
1555745787,9,170
1555747711,15,27
1555749646,16,22
1555751555,13,32
1555753475,13,29
1555755388,15,29
1555757324,9,34
1555759239,22,23
1555761147,141,22
1555763089,9,37
1555764985,18,33
1555767167,14,23
1555769314,11,35
1555771222,9,21
1555773152,10,21
1555775060,6,26
1555777005,7,20
1555778909,11,19
1555780818,7,9
1555782740,15,10
1555784718,2,12
1555786603,18,22
1555788503,14,14
1555790552,15,14
1555792370,6,7
1555794325,14,16
1555796201,12,28
1555798359,17,29
1555800833,15,35
1555802684,9,17
1555804584,7,12
1555806506,7,25
1555808557,8,19
1555810367,7,14
1555812293,9,12
1555814183,11,14
1555816108,6,16
1555818020,13,10
1555819942,14,15
1555821888,15,24
1555823776,7,16
1555825697,5,13
1555827661,14,10
1555829548,31,12
1555831456,33,368
1555833403,388,15
1555835299,29,20
1555837309,26,23
1555839162,33,11
1555841092,29,20
1555842977,23,12
1555845161,23,21
1555847061,16,147
1555849012,21,6
1555850967,23,20
1555852856,29,8
1555854784,22,8
1555856655,29,11
1555858575,26,12
1555860509,19,7
1555862532,18,7
1555864349,19,7
1555866291,16,9
1555868172,24,13
1555870096,22,10
1555872037,21,10
1555873945,22,16
1555875859,18,17
